epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,9046.63,0.94351,1.84769,1.25807,0.33423,0.50435,0.34833,0.26482,0.88586,1.66766,1.11883,0.000317704,0.000317704,0.000317704
42,9265.72,0.87881,1.82319,1.23698,0.40418,0.43538,0.35664,0.26145,0.89061,1.68711,1.10286,0.000312497,0.000312497,0.000312497
43,9483.73,0.90121,1.8167,1.23373,0.34477,0.42121,0.37283,0.28544,0.89985,1.66466,1.10288,0.000307289,0.000307289,0.000307289
44,9702.86,0.86588,1.79216,1.22584,0.44617,0.40825,0.37532,0.29268,0.84752,1.65711,1.06812,0.000302082,0.000302082,0.000302082
45,9922.64,0.89132,1.79438,1.22934,0.28481,0.47054,0.37062,0.27843,0.88733,1.67068,1.09503,0.000296874,0.000296874,0.000296874
46,10143.5,0.87015,1.78677,1.22615,0.35972,0.49009,0.38634,0.29801,0.85007,1.64448,1.07102,0.000291667,0.000291667,0.000291667
47,10371.5,0.89096,1.76545,1.20957,0.41829,0.38169,0.39834,0.31188,0.85605,1.65145,1.08739,0.00028646,0.00028646,0.00028646
48,10602.4,0.86802,1.74093,1.21971,0.32246,0.41499,0.37321,0.28692,0.83468,1.60792,1.06536,0.000281252,0.000281252,0.000281252
49,10832.8,0.89978,1.81206,1.23235,0.47778,0.36193,0.38164,0.29501,0.85644,1.64959,1.08664,0.000276045,0.000276045,0.000276045
50,11082.2,0.85452,1.72882,1.19964,0.35354,0.45018,0.36836,0.28108,0.83619,1.62214,1.06877,0.000270837,0.000270837,0.000270837
51,11335.1,0.85766,1.74646,1.18835,0.31073,0.54195,0.3627,0.28163,0.82864,1.62076,1.06951,0.00026563,0.00026563,0.00026563
52,11585.9,0.83174,1.72559,1.19315,0.36283,0.4655,0.41651,0.32027,0.8375,1.58838,1.07205,0.000260423,0.000260423,0.000260423
53,11817.6,0.85795,1.73835,1.20956,0.46858,0.41357,0.40218,0.30938,0.82969,1.58409,1.05615,0.000255215,0.000255215,0.000255215
54,12049.3,0.833,1.69856,1.18959,0.37678,0.41898,0.39912,0.31439,0.79969,1.58893,1.04831,0.000250008,0.000250008,0.000250008
55,12277.3,0.84911,1.69555,1.19251,0.39471,0.49491,0.42081,0.30695,0.85268,1.58964,1.07853,0.0002448,0.0002448,0.0002448
56,12500.2,0.81176,1.68596,1.17543,0.48631,0.41365,0.42634,0.33383,0.81067,1.55304,1.04623,0.000239593,0.000239593,0.000239593
57,12728.1,0.83937,1.69567,1.19079,0.42444,0.43635,0.42261,0.33286,0.80614,1.55015,1.03975,0.000234386,0.000234386,0.000234386
58,12961.9,0.82554,1.7122,1.17327,0.44818,0.48208,0.43,0.32631,0.82401,1.5499,1.05342,0.000229178,0.000229178,0.000229178
59,13195.2,0.80788,1.69718,1.16902,0.48962,0.47195,0.43385,0.32866,0.81807,1.51877,1.04468,0.000223971,0.000223971,0.000223971
60,13419.6,0.79117,1.65252,1.15807,0.38381,0.52365,0.4233,0.32494,0.84138,1.55618,1.07285,0.000218763,0.000218763,0.000218763
61,13647.2,0.80432,1.64365,1.17091,0.46461,0.42215,0.4364,0.3363,0.80355,1.50898,1.04616,0.000213556,0.000213556,0.000213556
62,13876,0.80186,1.63549,1.168,0.44059,0.44588,0.42332,0.31916,0.82715,1.53699,1.05755,0.000208349,0.000208349,0.000208349
63,14096,0.81514,1.67917,1.15944,0.41788,0.49354,0.42659,0.3286,0.83187,1.52459,1.06741,0.000203141,0.000203141,0.000203141
64,14315.7,0.79301,1.64179,1.16623,0.48018,0.46176,0.44791,0.34608,0.82614,1.49415,1.04504,0.000197934,0.000197934,0.000197934
65,14551.9,0.81203,1.65298,1.15779,0.42896,0.48162,0.4503,0.34322,0.8151,1.48709,1.03517,0.000192726,0.000192726,0.000192726
66,14796.9,0.81833,1.62828,1.17377,0.38663,0.49155,0.43709,0.34053,0.8149,1.49006,1.04964,0.000187519,0.000187519,0.000187519
67,15046.1,0.80428,1.64218,1.1678,0.41528,0.4841,0.45727,0.34756,0.80562,1.46824,1.04038,0.000182312,0.000182312,0.000182312
68,15290.9,0.80715,1.62171,1.16159,0.41169,0.52001,0.45742,0.34833,0.82189,1.49373,1.05491,0.000177104,0.000177104,0.000177104
69,15512.3,0.79944,1.60904,1.15663,0.4004,0.5176,0.4548,0.34233,0.80169,1.46293,1.03855,0.000171897,0.000171897,0.000171897
70,15741.5,0.78548,1.57877,1.14814,0.48343,0.45482,0.4503,0.3399,0.81252,1.47178,1.04648,0.000166689,0.000166689,0.000166689
71,15971.8,0.83105,1.63195,1.1661,0.51594,0.45415,0.46391,0.35944,0.82936,1.4636,1.0583,0.000161482,0.000161482,0.000161482
72,16192.7,0.78201,1.58636,1.15802,0.61034,0.40141,0.44801,0.34432,0.80645,1.48299,1.04781,0.000156275,0.000156275,0.000156275
73,16412.2,0.79864,1.56661,1.15614,0.58715,0.43466,0.45379,0.34413,0.79989,1.44776,1.04188,0.000151067,0.000151067,0.000151067
74,16630.6,0.78054,1.56449,1.14167,0.46937,0.46802,0.46538,0.35198,0.79426,1.42679,1.0349,0.00014586,0.00014586,0.00014586
75,16850.1,0.75862,1.56898,1.13857,0.42509,0.44919,0.4583,0.349,0.78036,1.47794,1.02545,0.000140652,0.000140652,0.000140652
76,17071.5,0.77388,1.57636,1.1404,0.44118,0.47826,0.4604,0.34737,0.81181,1.45085,1.05432,0.000135445,0.000135445,0.000135445
